feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,delta_30s_0,delta_30s_1,delta_30s_2,delta_30s_3,delta_30s_4,delta_30s_5,delta_30s_6,delta_60s_0,delta_60s_1,delta_60s_2,delta_60s_3,delta_60s_4,delta_60s_5,delta_60s_6,downstream_affected,label
17.3712,27.9383,0.0276,0.1286,0,2985.3237,3375.5498,-0.0027,-0.0276,-0.0243,0.0047,0.0128,0.0074,-0.0139,0.0059,0.0162,0.0011,0.0163,-0.0311,-0.0179,0.0316,0,normal
45.1822,56.2876,0.2019,0.5214,0.0237,1716.3822,4108.5002,-7.1788,7.4602,0.0456,-0.0529,0.1627,494.2959,-229.0948,3.8881,17.3998,0.069,0.0719,-0.0242,5.1443,1529.4558,0,cost
15.1406,14.044,0.3269,3.5153,0,846.818,319.236,4.53,0.1215,-0.0637,-0.5216,0.0556,173.0642,64.6231,5.0503,1.972,-0.0199,-0.5819,-0.0371,247.878,-122.6343,0,network
99.5061,70.6034,0.2509,1.2748,0.8271,6513.385,3414.3695,5.3682,10.3909,-0.0309,-0.198,-0.0117,-94.8694,-299.1295,20.8759,-29.528,0.1881,-0.0472,0.3472,-463.585,-0.4964,0,resource
31.9143,27.7151,0.3519,0.4605,2.2092,4454.7034,5435.9669,8.6293,2.5757,0.0223,0.0547,-0.7033,1334.221,641.7832,5.7635,-0.7083,-0.1856,-0.018,0.6832,1933.185,2103.9808,0,pod_crash
13.843,22.4244,0,0.0905,0,4891.7534,4109.3717,-0.0038,-0.0184,-0.0169,-0.0085,0.026,-0.0151,-0.0072,-0.0095,-0.0634,0.0321,-0.045,-0.0613,0.0314,0.0148,0,normal
22.709,32.2913,0.4164,0.4889,2.8723,7426.4011,3919.6079,4.0591,-8.6147,-0.0153,-0.0988,-0.0916,1453.6446,-174.2584,7.3531,-13.5757,0.0461,0.211,0.4561,-1885.6696,1574.5046,1,pod_crash
104.9898,102.7715,0.1642,1.6446,0.6523,11158.1788,8364.5223,-27.7848,-18.1161,0.0674,-0.1933,0.1171,975.8237,-546.2313,33.1617,44.2427,0.0096,0.1492,0.1795,-520.4412,3436.9218,0,resource
10.7055,28.3603,0.3913,2.9123,0.0597,487.4695,631.3221,-0.6615,3.2061,-0.0668,-0.7374,-0.068,27.5331,44.1165,1.7542,-7.1558,-0.1133,0.1599,-0.0534,-8.4951,-18.9343,0,network
58.1979,27.2538,0.0962,0.4771,0.0902,3129.8571,3890.3366,9.6643,5.2385,0.0253,0.1205,-0.0737,-676.3658,-1068.2711,23.7609,-6.8122,-0.0807,0.2298,0.0107,722.9342,926.6079,0,cost
81.0592,91.9712,0.1634,1.7038,0.65,6004.333,4685.1434,15.2755,-8.751,-0.0275,-0.467,-0.0693,-1128.4982,1005.4198,-18.943,-4.3545,0.1129,-0.5891,0.1969,1770.5695,1015.8142,0,resource
36.3221,22.1839,0.548,0.441,1.9809,1716.4927,5826.8415,2.9405,-3.7199,0.1591,0.1296,0.4568,-161.9971,484.3461,-4.5949,-9.3833,-0.0158,0.1632,-0.8601,194.2041,-1594.7721,1,pod_crash
15.4744,19.4714,0.021,0.0646,0,4210.0318,2626.4785,0.0223,-0.0177,-0.0141,-0.003,-0.0202,0.0236,0.0214,0.0253,-0.0127,-0.0034,0.0089,-0.0529,0.0185,0.0183,0,normal
12.5029,14.7715,0.4643,3.8869,0,395.1079,644.4557,-1.5507,4.0481,0.064,-0.0709,0.0892,-101.816,-113.1586,-5.9494,1.2329,-0.4136,1.6259,0.0838,-186.2232,229.6397,1,network
27.1026,55.7556,0.084,0.7102,0.117,3609.6871,3613.5214,0.0371,10.3829,0.0483,-0.0228,-0.1161,599.1331,-96.0055,0.4049,-10.2296,-0.017,0.4421,-0.1128,-681.0529,637.0375,0,cost
95.1569,85.1734,0.3008,1.4969,0.1279,4849.9865,4691.5683,-11.7869,-9.1638,-0.0863,0.3009,0.114,-1252.8574,-1106.4838,36.8156,11.0628,0.1546,-0.2179,0.0104,-1187.3958,-34.3776,0,resource
99.3686,85.3505,0.2162,1.4311,0.5547,6349.9407,4509.8928,-3.1885,25.0065,-0.0049,0.0686,0.0877,-825.5106,-180.4296,9.233,30.7128,0.0262,-0.3847,0.1706,-2974.9053,1988.6967,0,resource
34.3073,36.2095,0.512,0.5655,2.8028,5581.4911,3371.7223,10.2427,7.8982,0.0853,-0.1087,0.7125,-1113.4814,-242.6196,-0.9062,5.9014,0.2114,-0.1892,-0.4077,-1154.617,-1256.5255,0,pod_crash
40.5962,42.3516,0.1715,0.0825,0.2189,2970.539,2473.0374,8.0192,2.5039,0.0735,-0.0292,-0.0333,854.054,-335.6246,9.8219,0.1543,-0.026,0.1736,0.0611,243.7962,279.3918,0,cost
14.689,27.4761,0.346,2.5658,0.0688,377.779,493.8866,-0.0842,-6.1341,0.0622,-0.4192,-0.0455,-40.1133,-101.0326,4.5426,10.2478,0.0218,-0.7559,-0.0464,37.9182,-234.5801,0,network
88.7825,71.0533,0.0419,0.8524,0.2559,5395.3581,754.8419,-23.4072,15.9181,-0.0292,0.1762,0.149,189.8984,-188.916,10.7868,27.3218,-0.049,0.3627,-0.016,771.7575,45.5843,0,resource
42.2471,41.9841,0.0724,0.3543,0.0298,3682.3733,2831.9941,-8.0333,4.8656,0.0349,0.0097,0.0134,961.9812,-346.7127,13.009,-14.4247,-0.0807,-0.3048,0.0716,-1343.8179,-424.3781,0,cost
11.3013,12.1353,0.0118,0.1233,0,4997.499,4252.1668,0.024,0.0151,0.0233,0.0274,0.0006,-0.0016,0.0204,0.0109,0.0003,0.0096,0.0176,0.0318,0.0199,-0.019,0,normal
21.9495,27.5726,0.3376,0,2.1493,3393.8597,3930.2273,3.8672,-8.3114,0.134,0.0086,0.3188,516.4076,-718.3858,3.6265,2.7266,0.1536,-0.0059,-0.7504,1126.5856,909.4798,1,pod_crash
57.8939,47.0315,0.0835,0.4007,0.0322,2768.7373,2974.6373,4.8235,-9.6328,0.015,-0.0344,-0.0484,547.8362,92.3498,-15.34,1.808,-0.0333,0.2334,-0.0817,536.4836,1309.1075,0,cost
23.3533,31.8833,0.3959,3.5091,0.4178,559.5809,218.6326,-4.2105,7.5954,0.1063,0.4664,0.0321,-91.5477,57.1793,-1.0881,6.5792,-0.235,0.8436,0.2631,-92.5051,-30.3077,1,network
51.9026,46.9113,0.1433,0.5283,0,1289.2862,2198.1131,6.2332,-10.3197,0.0126,0.065,0.0644,256.6731,107.0355,1.195,-21.225,0.0917,-0.2605,-0.071,-580.9919,-203.1912,0,cost
17.2121,23.2853,0.0268,0.1336,0,4288.6983,4107.521,0.0031,0.0037,-0.0288,-0.0189,-0.0239,-0.0043,0.0626,0.0384,-0.0278,-0.0081,0.0211,0.0328,-0.0341,-0.0119,0,normal
20.0542,10.9293,0.0177,0.0621,0,3731.9096,4860.3077,-0.0303,0.0035,-0.0262,0.0336,-0.0144,-0.0037,0.0108,-0.0221,-0.0587,0.044,0.0007,0.0085,0.0396,-0.0131,0,normal
90.4726,77.8537,0.2665,1.1766,0.3076,3019.0758,4205.9062,15.4039,-8.6605,0.1085,-0.0546,-0.0074,325.8027,713.8335,-40.4715,7.7868,-0.0759,0.4191,-0.2142,73.0316,-949.4718,0,resource
12.5839,12.3699,0.4671,0.9461,2.8306,6216.3864,2823.9146,2.5748,-2.1055,-0.1016,0.1992,0.3167,1651.0502,292.6299,-4.0312,-1.6407,0.2113,0.0982,-0.7054,-1422.8101,598.054,0,pod_crash
17.3095,28.369,0.0379,0.081,0,4423.0674,4030.0375,-0.0282,-0.0005,0.0179,-0.0315,0.0298,0.0076,0.0087,-0.0189,0.0331,-0.055,-0.0022,0.0373,0.004,-0.0291,0,normal
41.4368,26.421,0.6268,0.6557,1.5414,0,5500.2908,-3.1247,-0.2857,0.0113,0.0106,0.0209,0.0629,-1476.1475,-12.6873,3.8314,-0.3226,0.3478,0.4167,0.0471,-2148.2953,0,pod_crash
47.6144,41.7087,0.0822,0.7912,0.1774,843.3287,3519.1556,-0.1559,-9.0535,0.0305,0.0638,-0.1061,-220.0777,-19.2566,11.0508,-17.4636,0.0354,0.0901,0.0185,83.9293,324.7207,0,cost
21.1968,32.4544,0.4018,1.9945,0,544.2475,167.0314,-3.4229,7.4496,-0.1011,-0.383,-0.0108,-143.8956,0.5618,-1.9697,-5.686,-0.0697,0.752,0.0548,-74.1178,14.2543,0,network
8.9505,25.2612,0.5595,0.3128,0.5727,8243.3227,6448.2292,1.5723,3.4138,-0.0412,0.1005,-0.0057,930.1788,1541.6463,-3.9217,-7.5852,0.1022,-0.0374,-0.0044,2777.8631,-851.1562,0,pod_crash
60.899,42.4699,0.1583,0.7232,0,3963.2961,2519.7013,-18.0092,6.6017,-0.0195,0.0432,0.0044,-529.3685,-440.6527,-4.6774,2.978,-0.0288,-0.2927,0.0078,-1434.9311,-714.099,0,cost
11.5317,16.5946,0.0168,0.0757,0,1565.0785,3511.6506,-0.016,-0.0042,0.018,-0.0136,0.0243,0.0062,0.0126,0.0772,-0.065,-0.0484,-0.0134,-0.005,-0.0461,0.023,0,normal
23.1155,31.6737,0.404,0.6368,2.3325,5552.7216,6523.2584,3.013,-8.2705,0.0298,0.0866,-0.7181,856.5245,214.5936,8.286,-0.1919,-0.1418,0.0968,-0.3286,903.0258,-596.1802,0,pod_crash
18.087,26.5478,0.0197,0.0276,0,4274.1267,4163.596,-0.0128,-0.0156,-0.0143,-0.0189,-0.0159,-0.0098,0.009,-0.023,-0.0083,0.0401,0.0097,-0.0138,-0.0022,-0.0111,0,normal
48.408,58.0249,0.3552,1.784,1.5605,7185.7226,3109.748,-5.1068,-5.0655,-0.0986,0.2314,0.0028,-1263.8427,720.6687,7.3303,-1.1999,0.0823,0.1941,-0.3211,1431.0616,-328.2033,0,timing
19.3918,31.1214,0.6744,0.4705,2.781,4054.8255,6269.8999,5.3975,8.0585,-0.1583,-0.0591,0.4967,-471.0001,-923.276,6.5374,-9.3717,0.2904,-0.2376,-1.3655,-234.0543,-222.9727,1,pod_crash
79.798,83.5413,0.3659,0.9358,0.8969,6309.3346,8659.9137,-22.8481,-12.0698,0.0187,0.243,0.0539,-258.82,2452.406,-5.1152,36.8886,0.1397,-0.4495,0.2649,2810.4428,1408.9276,0,resource
12.9928,19.0281,0.3104,1.0508,0.3791,428.3526,945.9993,-2.5998,2.6199,-0.0573,-0.2888,0.0781,-114.9067,23.9783,5.4552,7.7309,-0.0003,-0.2685,-0.0886,72.3982,210.8137,0,network
44.1203,19.2588,0.3648,2.2241,1.7284,2969.9264,4249.143,12.4615,-4.41,-0.0609,-0.2397,-0.1542,-741.4175,559.6202,14.3128,-8.7983,0.0437,-0.5193,-0.0157,-1398.5893,1397.1496,0,timing
25.654,44.8724,0.647,1.252,2.0898,1708.6877,2328.7717,6.4135,6.1672,0.147,-0.243,-0.2639,414.6617,-20.1309,3.1167,0.8678,-0.1339,-0.4761,0.9233,83.0982,-592.9066,0,timing
51.9038,42.6732,0.4458,0.8587,2.1752,4204.2393,6334.9467,-10.7881,-7.0886,-0.008,-0.0022,0.4334,-433.863,842.2865,-20.6485,0.6075,0.1836,-0.2986,0.0563,699.6599,-2168.1607,0,timing
12.2501,15.9168,0.0127,0.1002,0,3026.2274,1775.3797,0.0394,0.0178,0.0152,-0.0108,-0.01,0.0277,-0.0277,-0.0104,0.0279,0.0055,0.0199,-0.0479,-0.0092,0.0209,0,normal
82.7317,63.4586,0.2211,1.4854,1.0619,5272.4778,6178.6583,21.9542,-9.4629,0.0459,0.1227,0.2995,378.5339,657.6322,6.795,-6.6685,0.1397,-0.7071,-0.1466,-1376.2987,-918.1664,0,resource
9.2525,32.0046,0.3243,1.6527,0.24,349.0854,43.2137,0.2571,-4.0959,-0.032,-0.3115,-0.0163,39.5705,-8.1579,4.0249,13.0411,0.0929,-0.0025,0.0516,-15.5914,13.0553,0,network
39.6593,48.2606,0.3439,2.6194,0.817,6957.0211,5456.6626,-6.441,3.0279,0.0423,0.116,0.2473,565.5367,-16.605,-14.0712,17.0769,-0.1401,0.4073,0.3945,3098.6865,-971.2063,0,timing
15.2946,30.7156,0.5764,0.6935,2.6916,5299.0475,6771.6848,-0.2929,-1.7767,0.0388,0.0359,-0.381,-281.9069,1591.0413,1.2147,-8.7433,-0.2219,0.0092,1.1548,68.3684,3339.0469,1,pod_crash
25.4679,27.1438,0.0507,0.0901,0,5363.0248,4316.8925,0.0205,0.0075,-0.0243,-0.0279,0.0092,-0.0065,0.0273,0.0301,-0.0112,0.0259,-0.0222,-0.0237,-0.058,-0.0633,0,normal
8.2105,38.9459,0.3504,0.5012,1.4182,5443.3565,6164.7863,1.2877,10.9933,-0.0283,-0.0819,-0.0902,-759.4227,-1297.5632,-1.6229,-19.149,-0.0691,-0.1527,-0.1875,-703.4337,-1054.1573,1,pod_crash
47.8515,41.1192,0.5467,1.2333,2.7876,3908.9225,5454.1259,1.7,3.6481,0.0443,0.3006,0.6614,-484.2266,642.3043,-18.3844,2.4738,-0.154,-0.3394,1.256,-1442.557,-230.2457,0,timing
53.0183,27.0049,0.1127,0.641,0.0387,1641.4583,1151.5945,14.1782,1.7106,0.0449,0.1077,-0.0421,439.6365,-119.0598,26.2486,1.0036,-0.0073,-0.204,0.0565,-289.9097,263.5844,0,cost
66.1066,71.3292,0.1839,1.7939,0.5166,8464.546,6753.3737,-18.7979,9.0066,0.099,-0.0611,0.0464,-2479.8399,852.7012,-9.1791,14.8582,-0.0668,-0.8975,-0.2848,4162.7953,190.0353,0,resource
48.2853,31.8939,0.0862,0.8529,0,1924.1014,1931.604,9.1876,0.3257,-0.0105,-0.2774,-0.1202,-502.4462,-210.4321,18.0948,9.1402,-0.0288,0.2628,0.0327,501.9687,309.3081,0,cost
71.4798,64.3242,0.2302,1.4571,0.9784,8191.7093,4550.3373,8.8934,-17.1644,0.1056,0.4711,-0.0825,-23.068,501.0485,-0.8597,25.6985,0.1782,0.5279,0.2846,-2694.5204,-1573.0736,0,resource
15.3907,25.6285,0.0325,0.0658,0,3040.8289,5043.1235,-0.015,0.0327,0.0337,-0.0322,0.0141,0.0151,-0.0137,-0.0118,-0.0072,0.0094,-0.0012,-0.0297,-0.0158,0.0269,0,normal
44.4641,16.4718,0.1394,0.3709,0.0815,2097.354,2289.7232,12.0122,2.8613,-0.0201,-0.0896,-0.0329,326.4305,324.1144,5.5422,-1.6783,-0.0096,-0.0754,0.0639,-272.021,-950.7486,0,cost
48.3178,66.5371,0.2617,0.8097,1.502,3766.0278,5367.5012,10.012,-3.6721,0.0242,0.1732,0.394,-200.4077,-1171.0364,4.0956,21.5061,0.0927,-0.2819,0.3131,1102.7291,2005.2409,0,timing
51.7153,31.9935,0.0671,0.3691,0,3321.6313,2801.5334,-13.7539,-1.6293,-0.0075,-0.0918,-0.0607,634.2381,605.0293,-17.1776,6.7727,0.0537,0.1386,-0.0339,-486.2927,1218.2921,0,cost
98.8071,78.8474,0.148,1.8168,0.8123,7065.1563,4987.6524,-3.6866,23.0804,0.0176,0.4448,-0.2037,-377.166,1215.7567,30.6746,-3.5221,-0.076,-0.3185,0.2073,-1144.1916,-2467.9219,0,resource
64.5673,67.2737,0.2564,2.112,1.2946,741.2529,3610.5379,11.0746,-15.1164,-0.1536,0.2074,-0.3918,110.0767,793.7675,-15.8658,6.9748,-0.0853,0.7587,0.5373,-114.1642,1116.4667,0,timing
88.0275,63.9437,0.1787,0.9029,0.6661,9688.2792,3624.0476,-10.9344,5.6397,-0.0646,0.1684,-0.0055,510.2419,632.1451,27.4747,29.5769,0.0966,-0.1491,0.0647,-591.1157,-1726.9256,0,resource
17.1337,31.1491,0.2235,0.7738,1.3762,6391.7853,5761.0814,1.3631,-7.0336,-0.0041,-0.0347,0.3181,-1206.0984,583.527,-1.0716,0.9046,0.0401,-0.1679,0.4986,2725.5427,-2600.4529,1,pod_crash
11.2712,28.9313,0.0166,0.1345,0,4549.6574,3809.6834,0.0043,0.0164,0.0282,-0.0274,0.0365,0.0019,-0.012,-0.0009,0.0318,0.0008,0.0239,-0.0237,0.0364,0.0457,0,normal
18.8023,39.4521,0.3377,0.4664,3.2642,5434.1719,6683.7103,-3.917,-3.9468,-0.123,0.0134,-0.127,1289.3258,-1981.475,3.8816,-14.0622,0.0885,-0.0565,-0.0355,-1307.2438,-2687.2094,1,pod_crash
39.477,15.153,0.2926,0.6685,1.2562,6167.7603,5933.1929,-7.4084,0.7626,-0.0338,0.0624,0.0342,1497.5356,916.7023,14.9719,-4.8448,0.1138,-0.1305,-0.5087,-1133.2368,-780.4561,1,pod_crash
88.7836,60.7382,0.3053,0.7938,0.4333,5074.4331,5714.1272,-17.6265,5.4641,-0.071,-0.0764,0.0213,-1217.4963,-1281.1,-18.5801,11.4826,-0.0798,0.3856,-0.072,1140.5727,-628.769,0,resource
32.2152,60.6128,0.2915,0.6387,2.9714,6084.4124,4805.7069,6.3594,11.8588,-0.0963,0.0722,-0.5893,618.1612,977.9156,-3.6923,28.6646,-0.1268,0.1652,1.3817,127.1123,40.8051,0,pod_crash
21.6672,26.306,0.242,4.2897,0.4411,543.4838,540.1852,-0.9719,0.6506,0.0342,-1.1186,-0.0412,88.0777,82.5071,-9.7982,-0.8524,0.0844,-0.3391,-0.0642,5.4154,-131.662,1,network
27.0877,21.2619,0.4013,4.865,0,957.003,969.2068,8.104,0.1825,0.0998,-1.1405,-0.0193,-103.8229,63.1586,9.0573,10.5093,0.0385,-0.7684,0.1037,150.5095,-75.188,1,network
19.4841,25.8194,0.0296,0.0655,0,3661.5593,4024.1023,0.0321,0.0058,0.0135,-0.0294,0.0028,0.0031,0.0205,-0.0034,0.0106,0.066,-0.0578,-0.0529,-0.0449,0.0325,0,normal
87.4279,88.1325,0.2314,0.4715,0.4052,5403.0001,6833.1225,-20.434,12.7156,-0.0083,0.0533,0.2058,860.312,-1466.0325,-11.3244,28.2959,-0.0229,0.3023,0.0891,-2067.9813,1650.0159,0,resource
55.8603,43.1549,0.1921,0.1492,0.0401,2239.7874,3308.8012,5.5385,-4.7183,0.029,-0.0224,-0.0156,360.7082,217.8741,3.9094,7.18,0.0583,0.0097,0.0277,-264.0238,-988.6587,0,cost
94.1218,94.2073,0.0907,0.5541,0.5803,6417.8638,8285.9684,-7.4242,18.5483,-0.0234,0.2043,-0.0976,-1062.8939,-1869.2092,16.4992,15.0951,-0.0677,-0.3542,0.1907,-2459.7839,2029.3421,0,resource
48.4068,61.6373,0.4786,1.2908,1.4168,3447.9972,4647.2953,13.3307,14.9673,0.0663,-0.0152,-0.2862,-425.777,-1030.7826,7.1241,-16.4634,-0.0705,0.3315,-0.5629,726.1675,-390.7265,0,timing
32.248,5.4518,0.4236,4.3984,0.065,445.1465,762.3246,-1.082,0.4687,0.0135,1.0723,-0.1143,58.4161,174.3646,-3.6057,-1.4407,-0.1826,1.5307,0.0714,-174.4432,-183.956,1,network
42.602,44.1008,0.5349,1.1262,2.1736,4510.7304,8065.4472,-5.8213,-7.0212,0.1839,0.2524,0.1023,798.9098,-618.6271,-4.3934,2.089,-0.0538,-0.2647,-0.271,1500.1938,796.5826,0,timing
57.262,27.2621,0.107,0.2817,0.2804,1855.2569,3211.703,-8.9911,-5.544,0.052,0.1277,0.0305,59.3963,294.9607,24.9234,5.5863,-0.1547,-0.0529,-0.184,-290.2905,-1493.6787,0,cost
35.59,19.9034,0.5489,0.3952,2.1189,4065.5687,7482.9651,3.7426,5.0342,0.0647,0.0479,0.652,26.6525,420.6117,9.1593,1.2273,0.092,-0.046,0.1503,-1480.5218,3203.4058,1,pod_crash
44.013,36.0554,0.0915,0.3561,0.02,2828.0874,1014.2907,-10.4267,-5.7796,-0.0539,0.0881,-0.066,151.2038,-209.5202,8.2747,-16.7195,0.0717,-0.0011,-0.0123,1204.9575,233.7813,0,cost
48.6548,21.6343,0.0857,0.3371,0.242,4003.533,2100.2341,4.4124,4.371,0.0047,-0.2121,-0.0203,814.6709,500.421,-17.7298,-3.2938,-0.0532,0.1532,-0.0694,-1592.1381,-827.182,0,cost
33.4729,28.7159,0.5835,0.7827,0.9273,6232.9367,3521.7512,6.7953,-6.1401,-0.0809,0.0854,-0.186,838.3315,719.3467,-15.639,-11.3967,0.0375,0.1326,0.637,1345.4262,225.5872,0,pod_crash
15.3132,20.2106,0.0264,0.091,0,5515.4414,2813.2366,-0.0046,0.007,0.0298,-0.0443,-0.0213,0.0131,0.0034,-0.0101,-0.0625,0.0309,-0.0229,-0.0188,-0.0019,0.0165,0,normal
42.8149,25.4833,0.6589,0.6726,3.0493,4268.4304,7369.3765,6.3584,-0.0824,-0.1122,-0.1284,0.914,862.8541,-1868.3075,-13.2037,12.5134,0.2862,-0.0415,1.2197,863.8442,-899.0149,0,pod_crash
12.0329,29.0494,0.3639,5.3067,0,586.6583,432.8068,2.3788,-1.1007,0.0092,-1.1537,0.0527,123.3152,-15.1342,-4.022,-7.0467,0.0196,0.6569,0.0268,47.8258,157.9904,0,network
94.2132,88.5269,0.2067,0.8185,0.1858,9168.408,6373.5181,-11.235,-15.9457,-0.0261,0.0371,-0.0689,2665.1928,1657.1775,-5.0636,10.0374,0.0246,-0.2276,-0.1193,3345.9594,1160.8549,0,resource
15.3977,27.0277,0.5241,0.533,1.585,5358.2012,5327.0567,1.6663,5.794,0.0063,-0.1915,0.388,1480.1923,-375.8065,-0.1385,-6.9003,0.2035,0.1917,-0.0827,-799.6573,2021.0547,0,pod_crash
19.5059,17.5889,0.2262,3.7424,0,460.764,433.1188,1.1477,3.0533,-0.0175,0.1756,-0.0388,-40.784,84.6433,8.2325,-5.6396,-0.1215,-0.1145,0.0713,19.9145,172.6728,1,network
84.5422,72.6918,0.1578,1.5477,0.6501,2716.4078,10075.0404,-9.9643,-4.3259,0.0495,0.0516,0.1587,-436.5232,709.5745,-26.7403,17.7627,0.2077,0.0672,-0.0728,466.7142,-2131.8082,0,resource
69.8973,38.5289,0.1464,0.2122,0,3546.8126,2921.4922,-16.3568,2.4516,-0.0328,-0.0339,0.039,-472.7405,661.0058,-34.2847,-17.1926,-0.0121,-0.0372,-0.0068,-963.2716,486.0582,0,cost
33.6268,20.0861,0.3387,0.7563,1.6614,3587.2826,2721.6737,3.0862,-5.2986,-0.018,-0.1873,0.2864,-750.7859,-616.8874,3.7794,-8.0256,0.0477,-0.0961,0.3496,678.6473,473.1973,1,pod_crash
16.6988,26.245,0.2802,3.4734,0.0544,782.1686,922.5319,-0.3595,7.7915,-0.0097,-0.2841,0.0378,209.7849,168.292,-7.9087,6.0091,-0.101,-0.6234,-0.0308,-330.2174,-6.0528,1,network
20.8803,26.1409,0.326,0.2798,2.1977,2332.1124,6765.7138,-4.3674,3.5552,-0.1286,0.1283,-0.0814,-432.8165,-1671.2776,-7.7635,11.1718,0.0001,0.1756,-0.491,-552.7343,-2662.3628,0,pod_crash
38.51,46.1974,0.4958,1.839,1.7643,5269.1198,5791.5895,-6.5526,7.6093,0.024,-0.5091,0.3152,-1077.1395,619.6439,-12.9414,22.0297,0.2671,0.1715,-0.2186,-419.5897,-2572.1408,0,timing
47.1398,20.7068,0.0921,0,0.0676,4676.5995,3869.3066,11.4654,3.0492,-0.0978,0.0657,0.0412,-760.5425,177.2571,22.6143,-9.2906,-0.1071,-0.0396,-0.0903,-46.5017,-1640.2481,0,cost
22.3632,25.3542,0.266,3.1689,0.7779,615.5017,210.2335,4.5815,-4.6423,-0.058,-0.2853,0.1375,-171.6925,-22.9727,5.2828,-8.658,-0.02,-0.2905,0.1227,-132.8085,-69.2584,1,network
53.2415,20.1045,0.0822,0.6883,0.0318,3703.0356,2308.8729,0.4907,-4.7606,-0.0083,0.0884,0.0617,-390.6353,487.1738,4.7157,-6.989,0.0929,0.1141,0.0304,-1051.8609,29.7357,0,cost
33.094,43.0154,0.515,2.516,1.3848,200.4345,2903.1539,8.6752,1.8914,-0.0849,0.5933,-0.2405,-50.7017,-772.2494,14.0792,8.7389,-0.0381,-0.8345,-0.6975,-70.1801,200.0662,0,timing
40.1234,34.5733,0.0478,0.2628,0.0812,2749.2407,1706.4768,-8.6313,5.714,0.0237,0.0047,0.0654,-702.0622,-8.3887,14.1606,15.2744,0.027,0.0483,0.0516,465.9269,-777.7622,0,cost
93.2741,71.9869,0.0986,0.4532,0.5757,4408.131,5453.5738,-0.7133,-7.2216,0.0458,0.1306,0.1196,-265.0492,-1239.1446,-15.0415,-13.6334,0.0187,0.0117,-0.0471,2053.1321,-639.896,0,resource
5.7358,20.7086,0.0287,0.0639,0,1575.0672,3948.1573,-0.0163,0.0239,-0.0185,0.007,0.0052,-0.0072,0.021,0.0124,0.0411,0.0685,-0.0026,-0.0424,-0.0066,0.0285,0,normal
64.205,17.7829,0.2296,0.3028,0.1874,2407.4543,1519.9279,8.3248,-2.094,-0.0471,0.0047,-0.0064,-313.0026,45.9746,-18.2366,-2.3756,-0.0343,-0.0183,0.0513,-527.1991,290.3995,0,cost
49.7355,20.7935,0.2275,2.5375,1.2079,2026.9353,5379.4318,6.3737,-4.7323,0.0644,-0.6846,0.3766,-19.2683,-1248.0654,-12.8447,-8.7517,0.0072,-1.2257,-0.3063,596.9947,326.0272,0,timing
22.8456,25.6504,0.3438,4.108,0.3648,561.6917,469.6155,6.1184,1.1398,0.0328,0.7986,0.003,3.7892,-132.9338,2.0806,11.2569,-0.0168,0.6621,-0.0379,185.7604,-53.9876,1,network
14.2077,20.5132,0.0316,0.1107,0,4490.7429,3915.6179,-0.0052,-0.02,-0.0175,-0.0058,-0.0243,0.0019,0.0456,0.047,0.0086,-0.0056,0.0251,-0.0162,-0.009,-0.0268,0,normal
37.4378,23.451,0.3892,0.5362,0.762,4169.855,1649.7029,-0.5112,6.044,0.0412,-0.0609,-0.1884,-447.4775,-47.0996,18.5239,-5.2898,-0.0935,-0.1735,0.3045,820.7292,-530.7344,1,pod_crash
34.8426,33.1382,0.0052,0.5283,0.1825,3426.2205,2364.837,-0.8531,8.7374,0.0472,-0.125,-0.1033,-312.3216,-669.1257,2.2856,3.4576,0.072,0.0047,-0.0152,1352.7419,405.5934,0,cost
50.0336,15.9579,0.2154,2.8939,1.8275,4803.5821,3818.2693,-8.2395,1.8722,0.0348,0.0275,-0.0472,-359.4189,-135.4752,-16.9435,-4.7305,-0.0681,-1.1727,1.0508,-1391.5862,-1394.303,0,timing
21.4943,18.217,0.0196,0.0438,0,3685.4515,1730.4546,0.0073,-0.0158,0.0007,0.005,0.0321,0.0158,0.0078,-0.015,-0.0166,-0.0433,0.0195,-0.0021,0.0549,0.0264,0,normal
51.8204,37.8481,0.0585,0.5835,0.1965,4514.8388,3149.2842,14.5014,0.1202,-0.0265,0.2191,-0.0376,1150.7849,-862.6073,17.0198,-9.534,-0.0617,0.1827,-0.0186,1739.2499,-97.9697,0,cost
87.7801,87.7379,0.2968,0.913,0.8655,8962.3928,6478.2602,-3.7453,22.4017,0.0641,0.1069,0.2657,1299.54,505.1579,-31.8841,-31.9157,-0.1059,-0.1617,0.1277,-3774.3864,-2081.3312,0,resource
11.1461,15.5534,0.2849,0.6283,1.5604,1636.0035,6284.5098,-3.1024,0.311,0.0019,0.0522,0.1692,349.6633,-282.786,4.6054,6.4307,-0.0936,0.0009,-0.2476,806.802,89.7518,1,pod_crash
30.0723,31.0941,0.4917,4.0856,0.2367,471.5066,961.1237,-0.2398,-4.3156,-0.0859,0.2541,-0.0497,-56.9941,-166.024,-14.6258,-14.9211,-0.2006,-0.2504,-0.1641,-200.8261,-467.9667,1,network
22.0073,17.8288,0.0289,0.0515,0,3187.322,4441.3398,0.0102,0.0259,-0.0219,-0.0002,0.0039,-0.0108,-0.0047,0.0076,-0.0324,0.0419,-0.0316,-0.0257,-0.0021,0.0084,0,normal
